,entity,classes
816,"DBPEDIA_ID/Sri_Lankan_parliamentary_election,_1989","SocietalEvent,Election,Event"
817,DBPEDIA_ID/Suntory_Cup,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
818,DBPEDIA_ID/Survivor_Series_(2010),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
819,DBPEDIA_ID/Swimming_at_the_1976_Summer_Olympics_–_Women's_100_metre_freestyle,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
820,"DBPEDIA_ID/Swiss_federal_election,_1919","SocietalEvent,Election,Event"
821,DBPEDIA_ID/T_L_Baillieu_Handicap,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
822,"DBPEDIA_ID/Taiwanese_general_election,_2016","SocietalEvent,Election,Event"
823,"DBPEDIA_ID/Tauranga_by-election,_1923","SocietalEvent,Election,Event"
824,Techkriti,"SocietalEvent,Event,Convention"
825,"DBPEDIA_ID/European_Parliament_election,_1987_(Spain)","SocietalEvent,Election,Event"
826,DBPEDIA_ID/First_Battle_of_Mount_Hermon,"MilitaryConflict,Event,SocietalEvent"
827,DBPEDIA_ID/First_English_Civil_War,"MilitaryConflict,Event,SocietalEvent"
828,DBPEDIA_ID/First_Liberian_Civil_War,"MilitaryConflict,Event,SocietalEvent"
829,"DBPEDIA_ID/Tonbridge_and_Malling_Borough_Council_election,_2011","SocietalEvent,Election,Event"
830,DBPEDIA_ID/Tour_of_Croatia,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
831,DBPEDIA_ID/Triathlon_at_the_2004_Summer_Olympics_–_Women's,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
832,TromaDance,"SocietalEvent,Event,Convention"
833,DBPEDIA_ID/UEFA_Euro_1976_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
834,DBPEDIA_ID/UEFA_Women's_Euro_2001,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
835,"DBPEDIA_ID/Ukrainian_parliamentary_election,_1998","SocietalEvent,Election,Event"
836,"DBPEDIA_ID/United_Kingdom_general_election,_1885_(Ireland)","SocietalEvent,Election,Event"
837,"DBPEDIA_ID/United_Nations_Security_Council_election,_2014","SocietalEvent,Election,Event"
838,"DBPEDIA_ID/United_States_House_of_Representatives_elections_in_Rhode_Island,_2014","SocietalEvent,Election,Event"
839,"DBPEDIA_ID/United_States_House_of_Representatives_elections_in_Texas,_2008","SocietalEvent,Election,Event"
840,"DBPEDIA_ID/United_States_Senate_election_in_Arizona,_1998","SocietalEvent,Election,Event"
841,"DBPEDIA_ID/United_States_Senate_election_in_Connecticut,_1940","SocietalEvent,Election,Event"
842,"DBPEDIA_ID/United_States_Senate_election_in_Delaware,_1996","SocietalEvent,Election,Event"
843,"DBPEDIA_ID/United_States_Senate_election_in_Hawaii,_2000","SocietalEvent,Election,Event"
844,"DBPEDIA_ID/United_States_Senate_election_in_Pennsylvania,_1980","SocietalEvent,Election,Event"
845,"DBPEDIA_ID/United_States_Senate_election_in_Rhode_Island,_1996","SocietalEvent,Election,Event"
846,"DBPEDIA_ID/United_States_Senate_election_in_Vermont,_1992","SocietalEvent,Election,Event"
847,"DBPEDIA_ID/United_States_Senate_election_in_Washington,_1986","SocietalEvent,Election,Event"
848,"DBPEDIA_ID/United_States_presidential_election_in_Connecticut,_2012","SocietalEvent,Election,Event"
849,"DBPEDIA_ID/United_States_presidential_election_in_Minnesota,_1908","SocietalEvent,Election,Event"
850,"DBPEDIA_ID/United_States_presidential_election_in_New_Jersey,_1912","SocietalEvent,Election,Event"
851,"DBPEDIA_ID/United_States_presidential_election_in_New_Mexico,_1932","SocietalEvent,Election,Event"
852,"DBPEDIA_ID/United_States_presidential_election_in_Pennsylvania,_1852","SocietalEvent,Election,Event"
853,"DBPEDIA_ID/United_States_presidential_election_in_Pennsylvania,_1900","SocietalEvent,Election,Event"
854,"DBPEDIA_ID/United_States_presidential_election_in_Wisconsin,_1996","SocietalEvent,Election,Event"
855,"DBPEDIA_ID/Vermont_gubernatorial_election,_1952","SocietalEvent,Election,Event"
856,"DBPEDIA_ID/Vermont_gubernatorial_election,_1970","SocietalEvent,Election,Event"
857,DBPEDIA_ID/Victorian_Open,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
858,"DBPEDIA_ID/Virginia_Attorney_General_election,_2013","SocietalEvent,Election,Event"
859,DBPEDIA_ID/Volleyball_at_the_1964_Summer_Olympics_–_Women's_tournament,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
860,DBPEDIA_ID/Vuelta_a_Cuba,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
861,DBPEDIA_ID/Wandong_Country_Music_Festival,"MusicFestival,Event,SocietalEvent"
862,DBPEDIA_ID/War_in_Ingushetia,"MilitaryConflict,Event,SocietalEvent"
863,DBPEDIA_ID/War_over_Water_(Jordan_river),"MilitaryConflict,Event,SocietalEvent"
864,"DBPEDIA_ID/Western_Australian_state_election,_1917","SocietalEvent,Election,Event"
865,DBPEDIA_ID/World_Series_Hurdle,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
866,DBPEDIA_ID/Wrestling_Dontaku_2014,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
867,DBPEDIA_ID/Wrestling_Summit,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
868,DBPEDIA_ID/Wrestling_at_the_2012_Summer_Olympics_–_Men's_Greco-Roman_55_kg,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
869,DBPEDIA_ID/Zambia_Open,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
870,"DBPEDIA_ID/Île-de-France_regional_election,_2010","SocietalEvent,Election,Event"
871,DBPEDIA_ID/Hampton_Court_Palace_Festival,"SocietalEvent,Event,Convention"
872,DBPEDIA_ID/Head_of_the_River_Race,"SocietalEvent,Event,Convention"
873,DBPEDIA_ID/Hero_World_Challenge,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
874,DBPEDIA_ID/Hong_Kong_Stewards'_Cup,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
875,DBPEDIA_ID/Ilinden–Preobrazhenie_Uprising,"MilitaryConflict,Event,SocietalEvent"
876,DBPEDIA_ID/Investec_Derby_Trial,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
877,DBPEDIA_ID/Just_for_Laughs,"SocietalEvent,Event,Convention"
878,DBPEDIA_ID/KCON_(music_festival),"SocietalEvent,Event,Convention"
879,DBPEDIA_ID/Lancashire_Oaks,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
880,DBPEDIA_ID/Las_Cuevas_War,"MilitaryConflict,Event,SocietalEvent"
881,DBPEDIA_ID/List_of_WWA_pay-per-view_events,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
882,DBPEDIA_ID/Lowther_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
883,DBPEDIA_ID/Maker_Faire,"SocietalEvent,Event,Convention"
884,Matsuricon,"SocietalEvent,Event,Convention"
885,DBPEDIA_ID/Montezuma's_Revenge_(bicycle_race),"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
886,DBPEDIA_ID/Month_of_Photography_Asia,"SocietalEvent,Event,Convention"
887,DBPEDIA_ID/NXT_TakeOver,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
888,"DBPEDIA_ID/Ogmore_by-election,_2002","SocietalEvent,Election,Event"
889,"DBPEDIA_ID/Ogmore_by-election,_2016","SocietalEvent,Election,Event"
890,DBPEDIA_ID/Operation_Alberich,"MilitaryConflict,Event,SocietalEvent"
891,DBPEDIA_ID/Operation_Black_Arrow,"MilitaryConflict,Event,SocietalEvent"
892,DBPEDIA_ID/Operation_Buffalo_(1967),"MilitaryConflict,Event,SocietalEvent"
893,DBPEDIA_ID/Operation_Bulldog_Mammoth,"MilitaryConflict,Event,SocietalEvent"
894,DBPEDIA_ID/Operation_Matterhorn,"MilitaryConflict,Event,SocietalEvent"
895,DBPEDIA_ID/Operation_Rösselsprung_(1944),"MilitaryConflict,Event,SocietalEvent"
896,DBPEDIA_ID/ROH_New_Horizons,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
897,DBPEDIA_ID/Reykjavík_International_Film_Festival,"FilmFestival,Event,SocietalEvent"
898,DBPEDIA_ID/Rus'–Byzantine_War_(907),"MilitaryConflict,Event,SocietalEvent"
899,DBPEDIA_ID/Rus'–Byzantine_War_(941),"MilitaryConflict,Event,SocietalEvent"
900,DBPEDIA_ID/Rwandan_Civil_War,"MilitaryConflict,Event,SocietalEvent"
901,DBPEDIA_ID/Second_Battle_of_Athenry,"MilitaryConflict,Event,SocietalEvent"
902,DBPEDIA_ID/Second_Battle_of_Mount_Hermon,"MilitaryConflict,Event,SocietalEvent"
903,DBPEDIA_ID/Second_English_Civil_War,"MilitaryConflict,Event,SocietalEvent"
904,DBPEDIA_ID/Seguros_Bolívar_Open_Barranquilla,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
905,DBPEDIA_ID/Siege_of_Almeida_(1762),"MilitaryConflict,Event,SocietalEvent"
906,DBPEDIA_ID/Siege_of_Almeida_(1810),"MilitaryConflict,Event,SocietalEvent"
907,DBPEDIA_ID/Siege_of_Breda_(1624),"MilitaryConflict,Event,SocietalEvent"
908,DBPEDIA_ID/Siege_of_Carlisle_(1315),"MilitaryConflict,Event,SocietalEvent"
909,DBPEDIA_ID/Siege_of_Carlisle_(December_1745),"MilitaryConflict,Event,SocietalEvent"
910,DBPEDIA_ID/Siege_of_Carlisle_(November_1745),"MilitaryConflict,Event,SocietalEvent"
911,DBPEDIA_ID/Siege_of_Constantinople_(860),"MilitaryConflict,Event,SocietalEvent"
912,DBPEDIA_ID/Siege_of_Nicaea_(1113),"MilitaryConflict,Event,SocietalEvent"
913,DBPEDIA_ID/Siege_of_Nicaea_(1328–31),"MilitaryConflict,Event,SocietalEvent"
914,DBPEDIA_ID/Siege_of_Nicaea_(727),"MilitaryConflict,Event,SocietalEvent"
915,DBPEDIA_ID/Soviet_invasion_of_Poland,"MilitaryConflict,Event,SocietalEvent"
916,DBPEDIA_ID/Stewards'_Cup_(Great_Britain),"SportsEvent,HorseRace,Race,Event,SocietalEvent"
917,DBPEDIA_ID/Sviatoslav's_invasion_of_Bulgaria,"MilitaryConflict,Event,SocietalEvent"
918,DBPEDIA_ID/Take_No_Prisoners_(2008),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
919,DBPEDIA_ID/Take_No_Prisoners_(2009),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
920,DBPEDIA_ID/The_Barricades,"MilitaryConflict,Event,SocietalEvent"
921,DBPEDIA_ID/Third_Battle_of_Mount_Hermon,"MilitaryConflict,Event,SocietalEvent"
922,DBPEDIA_ID/Third_English_Civil_War,"MilitaryConflict,Event,SocietalEvent"
923,DBPEDIA_ID/UFC_64,"SportsEvent,MixedMartialArtsEvent,Event,SocietalEvent"
924,DBPEDIA_ID/UFC_81,"SportsEvent,MixedMartialArtsEvent,Event,SocietalEvent"
925,"DBPEDIA_ID/United_States_House_of_Representatives_election_in_Vermont,_2004","SocietalEvent,Election,Event"
926,DBPEDIA_ID/VRC_Queens_Plate,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
927,DBPEDIA_ID/WWE_Breaking_Point,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
928,DBPEDIA_ID/War_in_Somalia_(2006–09),"MilitaryConflict,Event,SocietalEvent"
929,DBPEDIA_ID/War_in_Somalia_(2009–present),"MilitaryConflict,Event,SocietalEvent"
930,DBPEDIA_ID/War_of_the_Bucket,"MilitaryConflict,Event,SocietalEvent"
931,DBPEDIA_ID/White_Christmas_(Warner_Bros._Movie_World),"SocietalEvent,Event,Convention"
932,DBPEDIA_ID/World_War_II_in_Yugoslavia,"MilitaryConflict,Event,SocietalEvent"
933,DBPEDIA_ID/1958_PGA_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
934,DBPEDIA_ID/1962_Solitude_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
935,DBPEDIA_ID/1967_CONCACAF_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
936,DBPEDIA_ID/1967_Mexican_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
937,DBPEDIA_ID/1986_UEFA_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
938,DBPEDIA_ID/1987_European_Super_Cup,"SportsEvent,FootballMatch,Event,SocietalEvent"
939,DBPEDIA_ID/1994_Scottish_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
940,DBPEDIA_ID/1997_Open_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
941,DBPEDIA_ID/2005_Open_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
942,DBPEDIA_ID/2007_Chatham_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
943,DBPEDIA_ID/2007–08_Czech_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
944,DBPEDIA_ID/2008_SAFF_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
945,DBPEDIA_ID/Athletics_at_the_2004_Summer_Olympics_–_Men's_marathon,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
946,DBPEDIA_ID/Bailundo_Revolt,"MilitaryConflict,Event,SocietalEvent"
947,DBPEDIA_ID/Breeders'_Cup_Distaff,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
948,DBPEDIA_ID/Burma_Campaign_1944,"MilitaryConflict,Event,SocietalEvent"
949,DBPEDIA_ID/Churchill_Distaff_Turf_Mile_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
950,DBPEDIA_ID/Cliff_Hanger_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
951,Eurométropole,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
952,"DBPEDIA_ID/European_Parliament_election,_2009_(Belgium)","SocietalEvent,Election,Event"
953,DBPEDIA_ID/Lamey_Island_massacre,"MilitaryConflict,Event,SocietalEvent"
954,DBPEDIA_ID/Limbang_raid,"MilitaryConflict,Event,SocietalEvent"
955,DBPEDIA_ID/Lisbon_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
956,DBPEDIA_ID/Lê_Văn_Khôi_revolt,"MilitaryConflict,Event,SocietalEvent"
957,DBPEDIA_ID/Prix_Omnium_II,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
958,DBPEDIA_ID/Siege_of_Hull_(1643),"MilitaryConflict,Event,SocietalEvent"
959,"DBPEDIA_ID/South_Korean_legislative_election,_2000","SocietalEvent,Election,Event"
960,DBPEDIA_ID/Southern_Jiangsu_Campaign,"MilitaryConflict,Event,SocietalEvent"
961,DBPEDIA_ID/Swimming_at_the_1920_Summer_Olympics_–_Women's_300_metre_freestyle,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
962,Sŵn,"MusicFestival,Event,SocietalEvent"
963,DBPEDIA_ID/Taekwondo_at_the_2000_Summer_Olympics_–_Men's_68_kg,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
964,"DBPEDIA_ID/United_States_House_of_Representatives_elections_in_California,_1894","SocietalEvent,Election,Event"
965,DBPEDIA_ID/Wrestling_at_the_1920_Summer_Olympics_–_Men's_freestyle_heavyweight,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
966,DBPEDIA_ID/Battle_of_Bardia,"MilitaryConflict,Event,SocietalEvent"
967,DBPEDIA_ID/Battle_of_Cerrito,"MilitaryConflict,Event,SocietalEvent"
968,DBPEDIA_ID/Battle_of_Grozny_(1994–95),"MilitaryConflict,Event,SocietalEvent"
969,DBPEDIA_ID/Battle_of_Grozny_(1999–2000),"MilitaryConflict,Event,SocietalEvent"
970,DBPEDIA_ID/Battle_of_Grozny_(August_1996),"MilitaryConflict,Event,SocietalEvent"
971,DBPEDIA_ID/Battle_of_Grozny_(November_1994),"MilitaryConflict,Event,SocietalEvent"
972,DBPEDIA_ID/Battle_of_Hab,"MilitaryConflict,Event,SocietalEvent"
973,DBPEDIA_ID/Battle_of_Sevan,"MilitaryConflict,Event,SocietalEvent"
974,DBPEDIA_ID/Battle_of_Tortuguero,"MilitaryConflict,Event,SocietalEvent"
975,DBPEDIA_ID/Battle_of_Yamazaki,"MilitaryConflict,Event,SocietalEvent"
976,DBPEDIA_ID/Belgorod-Khar'kov_Offensive_Operation,"MilitaryConflict,Event,SocietalEvent"
977,DBPEDIA_ID/Caramoor_Summer_Music_Festival,"SocietalEvent,Event,Convention"
978,DBPEDIA_ID/First_Encirclement_Campaign_against_Hubei–Henan–Shaanxi_Soviet,"MilitaryConflict,Event,SocietalEvent"
979,DBPEDIA_ID/First_Encirclement_Campaign_against_Jiangxi_Soviet,"MilitaryConflict,Event,SocietalEvent"
980,DBPEDIA_ID/First_Encirclement_Campaign_against_the_Honghu_Soviet,"MilitaryConflict,Event,SocietalEvent"
981,DBPEDIA_ID/First_Encirclement_Campaign_against_the_Hubei-Henan-Anhui_Soviet,"MilitaryConflict,Event,SocietalEvent"
982,DBPEDIA_ID/First_Encirclement_Campaign_against_the_Shaanxi-Gansu_Soviet,"MilitaryConflict,Event,SocietalEvent"
983,DBPEDIA_ID/Fourth_Encirclement_Campaign_against_Jiangxi_Soviet,"MilitaryConflict,Event,SocietalEvent"
984,DBPEDIA_ID/Fourth_Encirclement_Campaign_against_the_Hubei-Henan-Anhui_Soviet,"MilitaryConflict,Event,SocietalEvent"
985,DBPEDIA_ID/German_Masters_(golf),"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
986,DBPEDIA_ID/Japan_Open_Golf_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
987,DBPEDIA_ID/Leticia_Incident,"MilitaryConflict,Event,SocietalEvent"
988,DBPEDIA_ID/Nakayama_Grand_Jump,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
989,DBPEDIA_ID/Newmarket_Handicap,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
990,Otakuthon,"SocietalEvent,Event,Convention"
991,DBPEDIA_ID/Palace_of_Justice_siege,"MilitaryConflict,Event,SocietalEvent"
992,DBPEDIA_ID/San_Pasqual_Handicap,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
993,DBPEDIA_ID/Second_Encirclement_Campaign_against_Hubei–Henan–Shaanxi_Soviet,"MilitaryConflict,Event,SocietalEvent"
994,DBPEDIA_ID/Second_Encirclement_Campaign_against_Jiangxi_Soviet,"MilitaryConflict,Event,SocietalEvent"
995,DBPEDIA_ID/Second_Encirclement_Campaign_against_the_Honghu_Soviet,"MilitaryConflict,Event,SocietalEvent"
996,DBPEDIA_ID/Second_Encirclement_Campaign_against_the_Hubei-Henan-Anhui_Soviet,"MilitaryConflict,Event,SocietalEvent"
997,DBPEDIA_ID/Third_Encirclement_Campaign_against_Jiangxi_Soviet,"MilitaryConflict,Event,SocietalEvent"
998,DBPEDIA_ID/Third_Encirclement_Campaign_against_the_Honghu_Soviet,"MilitaryConflict,Event,SocietalEvent"
999,DBPEDIA_ID/Tournament_of_Champions_(tennis),"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1000,DBPEDIA_ID/WCT_Tournament_of_Champions,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1001,DBPEDIA_ID/WTA_Tournament_of_Champions,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1002,DBPEDIA_ID/WWE_Rebellion,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
1003,DBPEDIA_ID/1959_Summer_Universiade,"SportsEvent,Event,SocietalEvent"
1004,DBPEDIA_ID/1978_Winter_Universiade,"SportsEvent,Event,SocietalEvent"
1005,DBPEDIA_ID/1985_Summer_Universiade,"SportsEvent,Event,SocietalEvent"
1006,DBPEDIA_ID/1991_Summer_Universiade,"SportsEvent,Event,SocietalEvent"
1007,DBPEDIA_ID/Aerial_engagements_of_the_Second_Sino-Japanese_War,"MilitaryConflict,Event,SocietalEvent"
1008,Penguicon,"SocietalEvent,Event,Convention"
1009,DBPEDIA_ID/Rowing_at_the_1900_Summer_Olympics_–_Men's_eight,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1010,"DBPEDIA_ID/South_African_general_election,_1984","SocietalEvent,Election,Event"
1011,"DBPEDIA_ID/South_African_general_election,_1989","SocietalEvent,Election,Event"
1012,DBPEDIA_ID/1988_FA_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1013,DBPEDIA_ID/2004–05_UEFA_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1014,DBPEDIA_ID/2005_FIFA_World_Youth_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1015,DBPEDIA_ID/2006_Cannes_Film_Festival,"FilmFestival,Event,SocietalEvent"
1016,DBPEDIA_ID/2006_Football_League_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1017,DBPEDIA_ID/2007_FIFA_U-20_World_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1018,DBPEDIA_ID/2008_Commonwealth_Youth_Games,"SportsEvent,Event,SocietalEvent"
1019,DBPEDIA_ID/2011_Pan_American_Games,"SportsEvent,Event,SocietalEvent"
1020,DBPEDIA_ID/Alpine_skiing_at_the_2006_Winter_Olympics_–_Men's_slalom,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1021,DBPEDIA_ID/Alpine_skiing_at_the_2006_Winter_Olympics_–_Women's_giant_slalom,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1022,DBPEDIA_ID/Amdjereme_raid,"MilitaryConflict,Event,SocietalEvent"
1023,DBPEDIA_ID/Armenian–Tatar_massacres_of_1905–07,"MilitaryConflict,Event,SocietalEvent"
1024,DBPEDIA_ID/Battle_of_Anghiari,"MilitaryConflict,Event,SocietalEvent"
1025,DBPEDIA_ID/Battle_of_Asseiceira,"MilitaryConflict,Event,SocietalEvent"
1026,DBPEDIA_ID/Battle_of_Atbara,"MilitaryConflict,Event,SocietalEvent"
1027,DBPEDIA_ID/Battle_of_Bloody_Gulch,"MilitaryConflict,Event,SocietalEvent"
1028,DBPEDIA_ID/Battle_of_Dujaila,"MilitaryConflict,Event,SocietalEvent"
1029,DBPEDIA_ID/Battle_of_North_Borneo,"MilitaryConflict,Event,SocietalEvent"
1030,"DBPEDIA_ID/Belgian_local_elections,_2006","SocietalEvent,Election,Event"
1031,DBPEDIA_ID/Capture_of_Lucknow,"MilitaryConflict,Event,SocietalEvent"
1032,DBPEDIA_ID/Coventry_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1033,DBPEDIA_ID/Curling_at_the_1988_Winter_Olympics,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1034,"DBPEDIA_ID/Czech_legislative_election,_1996","SocietalEvent,Election,Event"
1035,"DBPEDIA_ID/Czech_legislative_election,_1998","SocietalEvent,Election,Event"
1036,"DBPEDIA_ID/Czech_legislative_election,_2002","SocietalEvent,Election,Event"
1037,"DBPEDIA_ID/Democratic_Party_presidential_primaries,_2008","SocietalEvent,Election,Event"
1038,DBPEDIA_ID/Dixie_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1039,DBPEDIA_ID/East_Prigorodny_Conflict,"MilitaryConflict,Event,SocietalEvent"
1040,"DBPEDIA_ID/Hungarian_parliamentary_election,_1998","SocietalEvent,Election,Event"
1041,"DBPEDIA_ID/Indian_general_election,_2004_(Andhra_Pradesh)","SocietalEvent,Election,Event"
1042,"DBPEDIA_ID/Indian_general_election,_2004_(Bihar)","SocietalEvent,Election,Event"
1043,DBPEDIA_ID/Istanbul_Biennial,"SocietalEvent,Event,Convention"
1044,DBPEDIA_ID/La_Violencia,"MilitaryConflict,Event,SocietalEvent"
1045,"DBPEDIA_ID/Liberal_Democrats_deputy_leadership_election,_2003","SocietalEvent,Election,Event"
1046,"DBPEDIA_ID/Liberal_Democrats_deputy_leadership_election,_2006","SocietalEvent,Election,Event"
1047,DBPEDIA_ID/Lumberjack_100,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
1048,DBPEDIA_ID/MLS_Cup_'98,"SportsEvent,FootballMatch,Event,SocietalEvent"
1049,DBPEDIA_ID/MLS_Cup_2000,"SportsEvent,FootballMatch,Event,SocietalEvent"
1050,DBPEDIA_ID/MLS_Cup_2004,"SportsEvent,FootballMatch,Event,SocietalEvent"
1051,DBPEDIA_ID/MLS_Cup_2006,"SportsEvent,FootballMatch,Event,SocietalEvent"
1052,DBPEDIA_ID/Moldavian–Ottoman_Wars,"MilitaryConflict,Event,SocietalEvent"
1053,DBPEDIA_ID/NCAA_Division_III_Men's_Golf_Championships,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1054,DBPEDIA_ID/NCAA_Division_II_Men's_Golf_Championships,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1055,DBPEDIA_ID/Nordic_Tournament,"SocietalEvent,Event,Convention"
1056,DBPEDIA_ID/North_Sea_Mine_Barrage,"MilitaryConflict,Event,SocietalEvent"
1057,"DBPEDIA_ID/Northern_Ireland_Assembly_election,_1982","SocietalEvent,Election,Event"
1058,DBPEDIA_ID/Operation_Excess,"MilitaryConflict,Event,SocietalEvent"
1059,DBPEDIA_ID/Operation_Polyarnaya_Zvezda,"MilitaryConflict,Event,SocietalEvent"
1060,DBPEDIA_ID/Operation_Swarmer,"MilitaryConflict,Event,SocietalEvent"
1061,DBPEDIA_ID/Park_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1062,DBPEDIA_ID/Philadelphia_campaign,"MilitaryConflict,Event,SocietalEvent"
1063,DBPEDIA_ID/Philippines_Campaign_(1944–45),"MilitaryConflict,Event,SocietalEvent"
1064,DBPEDIA_ID/Rototom_Sunsplash,"MusicFestival,Event,SocietalEvent"
1065,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_.5_to_1_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1066,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_0_to_.5_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1067,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_10_to_20_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1068,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_1_to_2_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1069,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_2_to_3_ton,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1070,DBPEDIA_ID/Sailing_at_the_1900_Summer_Olympics_–_Open_class,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1071,DBPEDIA_ID/Second_Battle_of_Cawnpore,"MilitaryConflict,Event,SocietalEvent"
1072,DBPEDIA_ID/Second_Battle_of_Kut,"MilitaryConflict,Event,SocietalEvent"
1073,DBPEDIA_ID/Shenandoah_100,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
1074,DBPEDIA_ID/Shooting_at_the_1900_Summer_Olympics_–_Men's_50_metre_free_pistol,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1075,"DBPEDIA_ID/Sicilian_regional_election,_2006","SocietalEvent,Election,Event"
1076,DBPEDIA_ID/Siege_of_Compiègne,"MilitaryConflict,Event,SocietalEvent"
